product_handle,product_id,rating,author,body,created_at,photo_url,verified_purchase,reply,replied_at,source_note
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Jennifer,"Great purchase
Love my new office chair! The ultra-soft 4D armrests and dynamic lumbar support make it incredibly comfortable. The adjustable backrest and swivel feature are perfect for long work hours. Great quality and sturdy construction. Highly recommend for anyone looking for a comfortable and supportive office chair. Assembly was a breeze. Instructions were very easy to follow.",2025-09-01,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/1a7c6625-8546-4fcc-a94e-b295c3106105.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/25435da2-ef99-450d-8975-675487523a47.jpg",,,,sihoo.com (US) Okendo review ee7c63b4-ab2d-4705-bb97-bf9da6473ab6
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Brian,"Very comfy, does exactly what i need it to do, a chair to game and work in.",2025-09-06,,,,,sihoo.com (US) Okendo review d0d9a0b9-12df-40e5-af4d-a55a95e225c5
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Mathis,"The S100 feels like a premium product from the moment you sit down. The materials feel solid and reliable, and assembly was surprisingly simple, taking around twenty minutes. Customer service was also responsive and clearly focused on customer satisfaction.",2025-09-07,,TRUE,,,sihoo.com (US) Okendo review d9a62cc8-3432-49c7-bb5e-d119b852fdf6
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Anessa,"Super comfortable, stylish and seems to be good quality.",2025-09-12,,,,,sihoo.com (US) Okendo review 28bf09e0-e7b7-468f-a698-4ca229d93cc8
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Oscar,"The lumbar support felt a bit strong for my body shape, but this seems to be a personal fit issue rather than a flaw in the chair itself. My wife actually found it very comfortable and supportive, which shows how adjustable the chair can be for different users.",2025-09-13,,TRUE,,,sihoo.com (US) Okendo review f81a9a84-18f5-49b4-a06e-8e0af0e2a68f
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Laurent,"This chair feels nearly perfect for daily office use. The lumbar support provides excellent back alignment, delivery was very fast, and the assembly instructions were easy to follow from start to finish.",2025-09-15,,TRUE,,,sihoo.com (US) Okendo review d10500bc-bfbd-44b5-a1ee-ef88861dda20
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Adam,"Sitting in this chair is a very comfortable experience, even for long hours. The airflow through the mesh keeps the seat cool, and the back support feels consistent and reliable throughout the day.",2025-09-17,,TRUE,,,sihoo.com (US) Okendo review 7d38ad1d-29d7-4334-9cf3-f23618ffce8a
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Sofia,"I took a chance on this chair since I was unfamiliar with the brand, and I am extremely glad I did. The chair feels sturdy, well-built, and very comfortable, especially considering I spend around nine hours a day sitting.",2025-09-18,,TRUE,,,sihoo.com (US) Okendo review 9eefcaaa-f087-4316-b846-78c3d236a924
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Ra,This is a well-designed product that delivers exactly what it promises. It offers noticeable comfort improvements compared to standard office chairs.,2025-09-19,,TRUE,,,sihoo.com (US) Okendo review 316ad808-4e4f-4715-b219-a0fd92f1a3ef
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Bluesundercover,"Perfect chair
I tried another chair in about the same price range and hated it because of the bad lumbar support and the overall discomfort. This one is VERY comfortable. Mesh seat and back are perfect, lumbar support and headrest are adjustable. This chair is perfect.",2025-09-19,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/d80870be-ac5a-4392-a7ca-db866ad4bb85.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/a7988fa9-6a43-4588-9694-9ecf38335634.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/ad895940-9b03-4199-84cb-32be82260bbb.jpg",,,,sihoo.com (US) Okendo review dcd3135c-292c-47e2-bbc2-befb0db01c03
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,megan l. h.,"Good chair
Has good adjustment capability. Good height. Good value for money. Good comfort. Easy to assemble. Has good build quality.",2025-09-25,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/ad632881-7ae7-4c5f-b811-a0e730c8adf1.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/fa1d8e47-a32e-49e6-9718-2cb98890c821.jpg",,,,sihoo.com (US) Okendo review 2bc0cc50-22cd-44ee-a3ac-9ebb1f2b1876
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Curly,"Amazing Lumbar and Neck Support
This chair is SO worth it.The armrests adjust in height. The seat cushion itself is very wide and comfortable. The lumbar and neck support is what really shines with this product. The lumbar support comes out a couple of inches but it’s very flexible and gently cradles the lower back. It’s a little strange when you first sit in it, but you quickly get used to having the support. Your back will thank you! Same with the neck support, it comes out a few inches but gently supports your neck, conforming to its shape.The chair can lean back, lock into position, the armrests and neck support can be adjusted up or down.The chair comes very dismantled, so there was quite a bit of assembly. My husband puts together a lot of things and he had it done in about 20-30 minutes. Not horrible but unexpected for a chair.",2025-09-25,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/d24d8d70-0328-462c-b16b-0201c0f68940.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/a3b2117d-57a6-445f-8b0e-615a970db053.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/541e275c-7d42-4520-b81d-bc9291312712.jpg",,,,sihoo.com (US) Okendo review 2e342463-7db6-4945-af08-7fa569e9f76d
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Reviews f. y.,"Awesome for long sits
Such an awesome chair for gaming! I can spend hours in this chair and still feel comfortable. It’s one of the better economic designed chairs I have ever had. The mesh is awesome because it keeps me from overheating.",2025-09-28,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/4fe99558-b274-4801-a392-3dd751cdd0ed.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/229aefc2-de95-430a-83ed-c7e929221554.jpg",,,,sihoo.com (US) Okendo review 7662ec91-fa59-4cd7-bc24-ef44c5e2a608
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Mrs. D.,"Comfortable!
Super comfortable and supportive! The dynamic lumbar and 4D armrests make long hours at the desk much easier. Easy to adjust and looks sleek in my home office.",2025-09-30,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/f44d67a5-7cf4-471b-bcee-117894693d7f.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/af7c819e-7665-4dc3-8233-5718de9a9369.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/17e5f4de-142c-4f24-9cb1-112521dc1950.jpg",,,,sihoo.com (US) Okendo review 75cbefa5-6d54-41ec-9ed8-18e423e8e24f
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Teddy,Using this chair daily has been genuinely enjoyable. It supports my body well and makes working long hours much more comfortable.,2025-10-07,,TRUE,,,sihoo.com (US) Okendo review d97d9a4e-07d1-4e5d-adc3-cd97900d1459
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,D. T.,"Comfortable and sturdy, but takes time to assemble
This chair is worth it once it's put together. It’s solid, comfortable, and offers good support for long hours at a desk. The adjustable headrest and tilt functions are nice touches, and everything feels well-made. The only downside is the assembly—there are a lot of pieces, and it takes some time to get through. It's not difficult, just more involved than expected. Still, once it’s set up, it feels like a quality chair that should last.",2025-10-08,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/bac4ff40-b72a-4a33-b941-475f48facc70.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/9a472b47-4095-4b57-a987-7b5cdfde5301.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/871120dd-e70e-4012-a3a3-310983b8c127.jpg",,,,sihoo.com (US) Okendo review b941c92c-3610-4a87-8c70-b7a275ec184b
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,draythomas,"Really comfortable and solidly built
I put solidly built in the headline because I was looking for a chair for my Pop who is 6'4 and 300 lbs and he fits fine in it. Also it doesn't look like it would be that solid because it looks light and airy, I'm trying to say it's a good looking chair. Building it was about as easy as a chair with this many parts can be. To possibly save you some time I had a problem getting the back rest to stay up but if you pull up it will click, after each click you can stop and it will stay there, to lower it you pull all the way up and it will go down. For the price I don't feel like there is a better chair, I have plenty that cost more and this is right up there with them. As an aside, I needed to contact them with a question and they were super fast and friendly.",2025-10-09,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/50079224-dc88-4ca1-81a0-6dd41048c481.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/cc17a6d1-ef01-4064-9681-bc654ef5ee14.jpg",,,,sihoo.com (US) Okendo review c38283ae-1b52-4a1c-8657-85d006c6bc7b
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Austin S. B.,"This Chair is Excellent
My weight fluctuates between 255 and 280 pounds regularly. I have had this chair for a year and a half. I sit in it for four or five hours a day. It's still solid and comfortable. It's better than the more expensive ones that I bought, which claimed to hold 500 lbs. Definitely recommend this chair.",2025-10-10,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/54a84595-06a7-4cd0-9d3c-e0aba0d46868.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/fd35eccd-d687-49c2-b0a2-85f276485039.jpg",,,,sihoo.com (US) Okendo review c2e35be0-1080-4721-b576-5a6d332c0cc2
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,K L. L.,"good for people prone to lower back pain
I absolutely love this chair supper comfortable, really helps with my lower back pain.",2025-10-11,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/955bd99a-5ff6-4c86-836c-bc71fba78216.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/3ecc1a9f-2f4a-44d0-afcb-36e7ef58de2e.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/1f7008f5-6e61-46cc-909d-4b9055aac525.jpg",,,,sihoo.com (US) Okendo review b8d0fafd-60d7-45ca-8396-a0a8dcf37328
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Gilles,"While the chair did not initially meet all of my expectations, I can still appreciate the overall build quality and support it provides. With some adjustments, it offers a comfortable and stable seating experience.",2025-10-12,,TRUE,,,sihoo.com (US) Okendo review aa637c39-a5b1-4e1a-9710-b2c22ea9ca0e
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Alexis,"The chair feels well made and supportive, especially in the lumbar area. Considering the price, it delivers excellent value for the level of comfort provided.",2025-10-13,,TRUE,,,sihoo.com (US) Okendo review a8b52c6a-fc63-46fd-aa9c-d6def1051b1a
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Zonmano,"Simply the best! Better than all the rest!
Had a problem with my order getting to me, but they promptly made it right. Once I finally got it, assembly was very easy and I must say - It’s the best chair I’ve owned. Very very comfortable, would highly recommend.",2025-10-14,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/ed9559a5-9268-4616-93af-c6c67b4264b6.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/490c4e5c-61f1-45ad-8ca4-b200b25a929c.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/21d85e01-06ba-4ff7-993c-358fb3a8ed1f.jpg",,,,sihoo.com (US) Okendo review 22e6fd74-53f7-49c3-b2f7-b5b1b4fc23fd
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Volodymyr,"The quality of this chair is impressive, and installation was very easy. From setup to daily use, everything feels well thought out and reliable.",2025-10-15,,TRUE,,,sihoo.com (US) Okendo review 9214fa46-4c48-4558-84d0-d19f74911b98
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,RandomPlumber,"Great Chair for gaming
Switched to this chair from a gaming one because I needed something with better support that also helped with proper alignment which has greatly helped my back",2025-10-16,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/14e98d63-3ccd-495b-b0a1-d49020c9d378.jpg,,,,sihoo.com (US) Okendo review 20dee819-09e1-4795-9fad-ecb6eb9d8f31
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,m. d.,"No Peely Bonded Leather!
It works. Best part is that, it doesn't have that bonded leather, which is really the thinnest piece of leather shaved and glued to fabric that peels off in a years time. We're hopeful that this chair will last a bit longer.",2025-10-17,,,,,sihoo.com (US) Okendo review 04f7f8a4-5b27-47de-b3b1-0803a27599b8
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,John,"After spending some time adjusting the Sihoo S100 to my body and workspace, I found that the chair offers solid overall support and a premium sitting experience. The dynamic lumbar system provides firm lower back support that works best once you fine tune the height and seating position, helping maintain better posture during long work sessions. The structure of the chair feels strong and stable, giving confidence that it is built for daily, long term use. Once positioned correctly at the desk, the chair glides smoothly and stays steady while working, which is especially helpful for focused tasks. The materials feel durable and well constructed, and the chair clearly prioritizes ergonomic support rather than soft cushioning alone. Overall, the S100 feels like a thoughtfully engineered office chair designed for people who spend many hours sitting and want consistent back support and a reliable build.",2025-10-18,,TRUE,,,sihoo.com (US) Okendo review 60b76938-17ae-45a1-baa8-3d740b7f1981
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,D,"Comfortable, sturdy and breathable
Took us about 30 min to assemble, it's ergonomic, comfortable to sit in for a work day, and it's also breathable so it doesn't get too hot sitting in it all day. For the price I think it's a good deal",2025-10-18,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/722952c0-0b4a-4bd4-8075-f6b92326b7f7.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/bbc0d7d7-9d54-4138-aadf-2b8e83a7d742.jpg",,,,sihoo.com (US) Okendo review 2a13f794-f5cf-46f8-b86d-52b34e05e29b
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Florent,Amazing quality and very easy to install.,2025-10-20,,TRUE,,,sihoo.com (US) Okendo review 5a37bf2f-c8bf-46cd-9112-442a2daca807
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Mike,"3 months review
Simple, no fuss chair. Everything just works - lumbar support, head rest and arm rest adjustments are superb. I like that it has a wide seat, and it is on the medium firm side, and hasn’t sunk in for 3 months of regular use (165lbs).If your chair makes noise or squeaks, that means the grease in the gas cylinder has dried up. This can be easily fixed by applying wd-40 silicone lubricant into where the silver rod meets the black cylinder, and also spray on the screws that holds the chair at the bottom. You should not hear anything once applied. Every chair squeaks when grease eventually dries, even the most expensive chairs do and especially during harsh Canadian winter.",2025-10-20,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/26b88a77-ebc0-4ab4-bd0d-4974675160d3.jpg,,,,sihoo.com (US) Okendo review ab946141-d387-4f9f-9203-c2f1db795c88
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,The M. B.,"It is Quite Comfortable
This chair does a great job balancing practicality and comfort. The mesh feels breathable and supportive, and the ergonomic design encourages good posture during long hours of work. Clear instructions made setup easy. A great home office addition!",2025-10-31,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/b68f9477-1ef4-461a-a59b-9a1de866e8d2.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/aa2162ea-828c-41de-9263-93aaf68db0f8.jpg",,,,sihoo.com (US) Okendo review f3b2700a-6794-4ffc-ac99-b181132e43f4
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Paul,"The chair is comfortable, supportive, and easy to recommend. After switching to this model, sitting for long periods feels far less demanding on my body.",2025-11-03,,TRUE,,,sihoo.com (US) Okendo review 32355a46-3e97-48c5-8d9a-60bdb79afd3e
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Famu,"The chair is comfortable.
The chair was easy to assemble. It is very well-made and extremely comfortable. The seat isn't solid but mesh. It is comfortable and wide. It is very adjustable, as my 10-year-old granddaughter adjusted it to her height. I happened to walk in while she was sitting in the chair playing a video game. She said I like your new chair, and I made it down to my size. She said it was very comfortable. The mesh does move with you and isn't a hard mesh. I have my doubts that this mesh seat will hold up, but only time will tell. My granddaughter had the chair looking like it was for a midget. It is easy to readjust. It holds up to 330 pounds, and I believe that would be the case. It does move with you as you move around in the chair, and it is comfortable. But I think the price of $339 is a little bit high for me. 5 in 5 for sitting but 4 in 5 for price.",2025-11-05,,,,,sihoo.com (US) Okendo review a17b8d16-5d78-4397-a05c-fa333cde2bf8
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,bernietapia1,"Office chair
I decided to upgrade my old chair and went with this one because it looked much more stylish — and it really is. The quality feels solid, and the materials look durable and breathable. It’s definitely a larger, more substantial chair that gives good lumbar support, which I really appreciate.
Assembly took me a bit of time (I’m not as strong as I used to be), but once it was together, it felt stable and well-built. Overall, it’s a sturdy and well-designed chair, great for someone who wants a premium look and reliable support throughout the day.",2025-11-10,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/676921c0-00c6-473c-87ff-d98308c6a010.jpg,,,,sihoo.com (US) Okendo review 14fd2487-2806-4d01-b89e-e51464df8948
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Customer L.,"Good deal overall
This chair offers a great balance of quality and comfort at a fair price. It feels sturdy and well-built, designed to handle daily use with ease. The seat provides noticeable relief for my tailbone and the supportive design as well as solid construction make it a dependable choice for anyone looking for lasting comfort throughout the day. I highly recommend it.",2025-11-10,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/98ee0a7d-d170-441c-8e13-c702159414f7.jpg,,,,sihoo.com (US) Okendo review 1d64a508-1426-4ab5-a085-3d65ec80c66c
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Nazim,"Compared to my previous chair, this one feels significantly more comfortable. The support and cushioning make a clear difference during long workdays.",2025-11-12,,TRUE,,,sihoo.com (US) Okendo review 2e3eaf62-83df-4bd7-b787-e1a60640cf0d
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,David,"From the first day, this chair has felt incredibly comfortable. It provides consistent support and makes extended sitting much more manageable.",2025-11-13,,TRUE,,,sihoo.com (US) Okendo review d90ec6f0-26ae-44b7-ad2b-997673a0fe8a
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Izabela,"The chair offers excellent back support and very flexible arm positioning, which is especially helpful during long desk sessions. The overall design is clean and functional, making it a great choice for anyone working long hours.",2025-11-21,,TRUE,,,sihoo.com (US) Okendo review c693db15-bec3-4c25-8cb6-04180aff1a1c
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Rick,I'm disabled and sitting down for any length of time excruciating but I can with this chair sit comfortably,2025-11-28,,TRUE,,,sihoo.com (US) Okendo review 8b76f14d-5380-4d0e-ab1d-f43ce1d0a7a0
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Mayank,"The chair feels solid and well-constructed, and the overall design inspires confidence. While some movements create slight noise and the armrest rotation feels loose at times, the support and ergonomics still make it a strong option for long-term use.",2025-11-30,,TRUE,,,sihoo.com (US) Okendo review 0942a116-fc08-435c-b981-ddac6f73d4c7
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,David,"I have never been able to sit for such long periods and stand up without pain until using this chair. It feels supportive from my legs all the way up to my neck, almost like the chair is holding my posture in place.",2025-12-02,,TRUE,,,sihoo.com (US) Okendo review 58662ce3-7741-4ec8-a34c-cb76344d862e
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Panyi,"The packaging was secure, the instructions were easy to understand, and the seating comfort was immediately noticeable once assembled.",2025-12-08,,TRUE,,,sihoo.com (US) Okendo review 318a582d-a59b-41d7-9969-6e00400305a0
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Jurate,"It's a very comfortable chair, good support for my back, and variable position of arms extremely helpful, nice design too.
If you need to sit for long hours, that's the chair for you.",2025-12-17,,TRUE,,,sihoo.com (US) Okendo review 1d5aa73e-a42c-4acf-bd2e-a5e6565dc931
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Colin,"I sit in this chair for over eight hours a day, and it remains comfortable throughout. The only reason it is not a full five-star experience for me is the recline lock range, but overall the support and comfort are outstanding.",2025-12-18,,TRUE,,,sihoo.com (US) Okendo review ed3e2f50-dc1b-4ead-bfe7-173f5a33a435
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Manfred,This chair provides a very comfortable seating experience and was quick to set up. Everything from assembly to daily use has been smooth and hassle-free.,2025-12-26,,TRUE,,,sihoo.com (US) Okendo review ee326498-f6ba-407a-af93-9ba54c0fb04b
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Fran?ois,"The product quality is excellent, and the service was fast and efficient. Overall, it was a very positive buying experience.",2025-12-28,,TRUE,,,sihoo.com (US) Okendo review 96075f84-ffc5-46bb-8ac9-69b1344dbd68
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Antoine,"The Sihoo Doro S100 is a really great and confortable ergonomic chair.
Well designed, with a futuristic style and with an innovative back supports.

Quickly delivered: ordered a Sunday and delivered the Wednesday (EU)
Really easy to assembly (10-20 minutes) alone.
I deeply recommend it!",2026-02-01,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/84230a2e-8137-4b2d-93d3-e408a8b9de29.jpg,TRUE,,,sihoo.com (US) Okendo review 5eb6d033-9495-47fa-a613-02343a7305db
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Manuel P.,"The dual dynamic lumbar support of Doro S100 is the main feature that I was seeking for the purchase, within my budget and it is GREAT. I can imagine how Doro S300 would be... I used the S100 chair for a couple of days now since it had arrived and I am basically stick on the chair in the right posture everytime. 

The purchase process is smooth as well as delivery service as the chair was delivered as scheduled.",2026-02-12,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/26ec16d0-3fa2-4fe2-aad0-00e5c5e9ee94.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/c423b651-c9a0-4ef9-b133-74bbdb05c0e2.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/da29fe46-c5c5-47d2-815d-83c09714814b.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/cb73dc53-487c-408a-b924-e3cefba2722e.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/855b72fa-77a4-4a14-be9b-cf9c8c7cf643.jpg",TRUE,,,sihoo.com (US) Okendo review 453e61d7-75d1-4991-b0c4-932d355dd76a
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Greg D.,Looks so fancy with my setup and feels amazing to sit on as I game thank you,2026-02-23,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/6519a0c8-605f-434d-a86f-0b12b3222443.jpg,TRUE,,,sihoo.com (US) Okendo review 54c59dab-102b-4d27-93af-010fe7e1fec2
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Samantha C.,"Very good product, I recommend except that it doesn't hold the neck very well",2026-05-05,,TRUE,,,sihoo.com (US) Okendo review fbc45c23-80ea-45e7-8aa4-1c3e7cdd60c0
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Carol T.,"Daily user of the SIHOO Doro S100 for more than 4 months, here is my complete feedback:

Comfort and Ergonomics: It is an excellent work companion. Dynamic lumbar support makes a real difference: no more pain after long days. The openwork fabric (mesh) is perfect to avoid heat accumulation, and the seat has absolutely not deformed despite intensive use.

The point to watch out for: I've noticed that a back support screw has a tendency to loosen slightly over time. I have to give it a little tightening by hand about once a week to readjust it. Nothing prohibitive, but that's worth knowing.

Tip for the floor: The original wheels are suitable for carpet or carpet. However, to protect my parquet, I preferred to replace them with roller wheels. The set is now perfect and quiet.

Review: A very qualitative, breathable and sturdy chair. If you are looking for serious ergonomics without investing a huge amount of money, this is an excellent choice, provided that the screws are maintained regularly.",2026-05-08,,TRUE,,,sihoo.com (US) Okendo review 7216912e-fb03-457f-bdde-4f804a449283
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Joshua H.,"Very good chair with excellent lumbar support. It may not be suitable for very large or very large sizes, but it offers numerous adjustments, especially in terms of the armrests that adapt in all directions. It is also very pleasant to relax and watch a movie while almost lying down.

The mesh is a real plus when it is hot, because it prevents too much sweating and makes the seat more comfortable. Finally, the after-sales service is excellent: if you need to replace the cylinder, it is sent free of charge.",2026-05-10,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/13032a95-c49e-4309-ac53-5fc2264b432f.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/7beca152-8892-4a55-9bfb-918b745501a4.jpg",TRUE,,,sihoo.com (US) Okendo review 42bf2d16-d93c-428a-b191-9da7a0b32510
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Christine M.,"Comfortable seat, backrest that supports you properly, good quality.
I called the brand's after-sales service after 2 years for a problem that answered very quickly and returned the defective part to me.",2026-05-11,,TRUE,,,sihoo.com (US) Okendo review bd879a15-3fd7-4a1d-8d51-1ed734a5ef00
sihoo-doro-s100-ergonomic-office-chair,10184342208803,3,Kevin C.,"The chair is very good, nothing to complain about in terms of comfort. On the other hand, there are some problems with the plastic wheels. They crumble after 6 months on my tiled floor, so have to be changed. A bit unpleasant to have a great product for the chair but carried by fragile wheels. But otherwise I recommend it with my eyes closed.",2026-05-12,,TRUE,,,sihoo.com (US) Okendo review f75f5887-7e00-487a-a083-bd8ed9c42856
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Deborah R.,"The best chair I've ever had. I have tried a lot of ergonomic chairs, if you have back pain like me (herniated disc) it is really this lumbar support system that you need. It will be suitable for people between 1m60 and 1m90 max. I measure 1m78 and perfect for me. I recommend 100% if you want to avoid back problems. I have had much more expensive chairs that are not worth this one.
Fine airy fabric for the seat and backrest so great for summer to see how long the fabric lasts.",2026-05-13,,TRUE,,,sihoo.com (US) Okendo review 6476cd13-9c82-4d53-8ccc-262f8f15553e
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Brian P.,"This chair is great for this price range.
I personally liked it less: the armrests are 3D and not 4D (no left/right adjustment), the inclination is only locked in 3 fixed positions, the armrests follow the movement of the inclination and they therefore interfere with them to go to the desk.
Pay attention to the installation of the back pallets, which are also perfect for those who don't like cross bars.",2026-05-14,,TRUE,,,sihoo.com (US) Okendo review f4b1c572-006c-4e12-a113-0d2be545f18c
